总字数:26954, 共2624个单词
  序号  单词                 次数   万分比   翻译                  
  1056  baited                  2        0                        
  1057  climb                   2        0   v. 攀登,上升,爬;          
  1058  pale                    2        0   n. 栅栏,界线,范围;a. 苍白的,暗淡的,无力的;v. 变苍白,变 
  1059  threw                   2        0   v. 丢,掷;              
  1060  mirrors                 2        0                        
  1061  shrimps                 2        0                        
  1062  circled                 2        0                        
  1063  motionless              2        0   a. 不动的,静止的;          
  1064  touching                2        0   n. 触摸;a. 动人的,悲惨的;vbl. 触摸,接触; 
  1065  solidly                 2        0                        
  1066  friendly                2        0   a. 友好的,亲切的,互助的;ad. 友善地,温和地; 
  1067  shows                   2        0                        
  1068  checked                 2        0   a. 格子花纹的,棋盘花纹的;      
  1069  flattened               2        0                        
  1070  raising                 2        0   vbl. 升起,举起,饲养;       
  1071  island                  2        0   n. 岛;                
  1072  portuguese              2        0                        
  1073  wildly                  2        0   adv. 暴风雨般地           
  1074  park                    2        0   n. 公园,停车处;v. 停车,置于,停车; 
  1075  mean                    2        0   a. 低劣的,卑贱的,平均的;v. 意谓,想要,意欲; 
  1076  chew                    2        0   v. 咀嚼,嚼碎,细想;         
  1077  hunting                 2        0   n. 狩猎,猎狐,探求;         
  1078  past                    2        0   n. 过去,往时;a. 过去的,结束的,卸任的;prep. 越过,晚于 
  1079  milk                    2        0   n. 奶,乳状物;v. 挤乳,产乳;   
  1080  shiver                  2        0   v./n.(使)颤抖; 碎片       
  1081  cienfuegos              2        0                        
  1082  chin                    2        0   n. 下巴,下颚;            
  1083  etching                 2        0   n. 蚀刻版画,铜版画,蚀刻术;     
  1084  possible                2        0   a. 可能的;              
  1085  traps                   2        0                        
  1086  inch                    2        0   n. 寸,身高;v. 慢慢前进,慢慢移动; 
  1087  waiter                  2        0   n. 侍者;               
  1088  promise                 2        0   n. 诺言,约定,希望;v. 允诺,约定,预示; 
  1089  galano                  2        0                        
  1090  straw                   2        0   n. 稻草,吸管,一文不值的东西;    
  1091  month                   2        0   n. 月;                
  1092  carrying                2        0   a. 运送的,运输的;vbl. 搬运,运送; 
  1093  waiting                 2        0   n. 等候;a. 候补;vbl. 等候; 
  1094  papers                  2        0   n.(pl.)文件；论文         
  1095  pound                   2        0   n. 磅,兽栏;v. 强烈打击,连续重击,捣碎; 
  1096  company                 2        0   n. 公司,友伴,交际;         
  1097  sold                    2        0   v. 卖,背叛,销售;vbl. 卖,背叛,销售; 
  1098  basket                  2        0   n. 篮,篮子;             
  1099  jesus                   2        0                        
  1100  mar                     2        0                        
  1101  hawks                   2        0                        
  1102  return                  2        0   n. 回返,归还,报答;v. 回返,归还,回来; 
  1103  radio                   2        0   n. 收音机,无线电报,无线电广播;   
  1104  pleasant                2        0   a. 愉快的,可爱的,亲切的;      
  1105  handsome                2        0   a. 英俊的,大方的,慷慨的;      
  1106  movements               2        0                        
  1107  nonsense                2        0   n. 无意义的事,荒谬的言行,荒唐;   
  1108  palms                   2        0                        
  1109  waken                   2        0   v. 唤醒,醒来;            
  1110  waking                  2        0                        
  1111  patch                   2        0   n. 片,补绽,碎片;v. 补缀,掩饰,平息; 
  1112  firm                    2        0   n. 公司,商号;a. 坚定的,坚强的,牢固的; 
